"targets.name","targets.mz","nearest_mz","mz_deviation","signal"
"TG(66:10)",1056.8951,1056.8939,0.00119999999992615,1830.59563442568
"TG(66:9)",1058.9108,1058.9108,0,0
"TG(66:6)",1064.9583,1064.9668,-0.00849999999991269,0
"TG_oxid(65:6)",1066.9365,1066.9444,-0.0079000000000633,297.604439400338
"TG(66:5)",1066.974,1066.9675,0.00649999999995998,506.008209048674
"TG_oxid(65:5)",1068.9522,1068.9522,0,0
"TG(66:4)",1068.9896,1068.9896,0,0
"TG_oxid(66:11)",1070.8739,1070.8802,-0.00630000000001019,0
"TG(67:7)",1076.9577,1076.9676,-0.00990000000001601,0
"TG(67:6)",1078.9734,1078.9734,0,0
"TG(68:12)",1080.8946,1080.9002,-0.00559999999995853,344.298748944257
"TG(67:1)",1089.0522,1089.0522,0,0
"TG(68:7)",1090.9734,1090.9829,-0.00949999999988904,0
"TG(68:6)",1092.9891,1092.9798,0.00929999999993925,636.845517066411
